data_points,pair_l,mean_shape,difference,division,f1,recall,precision,accuracy
100,"((27, 27), 20, 1.5)","(27, 27)",20,1.5,0.901408451,0.96,0.849557522,0.895
100,"((27, 27), 20, 2)","(27, 27)",20,2,0.884615385,0.92,0.851851852,0.88
100,"((27, 27), 20, 2.3)","(27, 27)",20,2.3,0.902612827,0.95,0.859728507,0.8975
100,"((27, 27), 20, 2.5)","(27, 27)",20,2.5,0.911214953,0.975,0.855263158,0.905
100,"((27, 27), 25, 0.2)","(27, 27)",25,0.2,0.901477833,0.915,0.888349515,0.9
100,"((27, 27), 25, 0.5)","(27, 27)",25,0.5,0.953316953,0.97,0.937198068,0.9525
100,"((27, 27), 25, 1)","(27, 27)",25,1,0.956521739,0.99,0.925233645,0.955
100,"((27, 27), 25, 1.2)","(27, 27)",25,1.2,0.951923077,0.99,0.916666667,0.95
100,"((27, 27), 25, 1.5)","(27, 27)",25,1.5,0.951923077,0.99,0.916666667,0.95
100,"((27, 27), 25, 2)","(27, 27)",25,2,0.954216867,0.99,0.920930233,0.9525
100,"((27, 27), 25, 2.3)","(27, 27)",25,2.3,0.954216867,0.99,0.920930233,0.9525
100,"((27, 27), 25, 2.5)","(27, 27)",25,2.5,0.953995157,0.985,0.924882629,0.9525
100,"((27, 27), 30, 0.2)","(27, 27)",30,0.2,0.922305764,0.92,0.924623116,0.9225
100,"((27, 27), 30, 0.5)","(27, 27)",30,0.5,0.96039604,0.97,0.950980392,0.96
100,"((27, 27), 30, 1)","(27, 27)",30,1,0.967901235,0.98,0.956097561,0.9675
100,"((27, 27), 30, 1.2)","(27, 27)",30,1.2,0.967901235,0.98,0.956097561,0.9675
100,"((27, 27), 30, 1.5)","(27, 27)",30,1.5,0.960591133,0.975,0.946601942,0.96
100,"((27, 27), 30, 2)","(27, 27)",30,2,0.96039604,0.97,0.950980392,0.96
100,"((27, 27), 30, 2.3)","(27, 27)",30,2.3,0.967901235,0.98,0.956097561,0.9675
100,"((27, 27), 30, 2.5)","(27, 27)",30,2.5,0.967741935,0.975,0.960591133,0.9675
100,"((27, 27), 35, 0.2)","(27, 27)",35,0.2,0.954314721,0.94,0.969072165,0.955
100,"((27, 27), 35, 0.5)","(27, 27)",35,0.5,0.964824121,0.96,0.96969697,0.965
100,"((27, 27), 35, 1)","(27, 27)",35,1,0.965174129,0.97,0.96039604,0.965
100,"((27, 27), 35, 1.2)","(27, 27)",35,1.2,0.97,0.97,0.97,0.97
100,"((27, 27), 35, 1.5)","(27, 27)",35,1.5,0.97,0.97,0.97,0.97
100,"((27, 27), 35, 2)","(27, 27)",35,2,0.97,0.97,0.97,0.97
100,"((27, 27), 35, 2.3)","(27, 27)",35,2.3,0.972431078,0.97,0.974874372,0.9725
100,"((27, 27), 35, 2.5)","(27, 27)",35,2.5,0.97,0.97,0.97,0.97
100,"((27, 27), 40, 0.2)","(27, 27)",40,0.2,0.953367876,0.92,0.989247312,0.955
100,"((27, 27), 40, 0.5)","(27, 27)",40,0.5,0.954081633,0.935,0.973958333,0.955
100,"((27, 27), 40, 1)","(27, 27)",40,1,0.956962025,0.945,0.969230769,0.9575
100,"((27, 27), 40, 1.2)","(27, 27)",40,1.2,0.951653944,0.935,0.968911917,0.9525
100,"((27, 27), 40, 1.5)","(27, 27)",40,1.5,0.954314721,0.94,0.969072165,0.955
100,"((27, 27), 40, 2)","(27, 27)",40,2,0.956962025,0.945,0.969230769,0.9575
100,"((27, 27), 40, 2.3)","(27, 27)",40,2.3,0.959390863,0.945,0.974226804,0.96
100,"((27, 27), 40, 2.5)","(27, 27)",40,2.5,0.954081633,0.935,0.973958333,0.955
100,"((27, 27), 45, 0.2)","(27, 27)",45,0.2,0.939632546,0.895,0.988950276,0.9425
100,"((27, 27), 45, 0.5)","(27, 27)",45,0.5,0.942105263,0.895,0.994444444,0.945
100,"((27, 27), 45, 1)","(27, 27)",45,1,0.942105263,0.895,0.994444444,0.945
100,"((27, 27), 45, 1.2)","(27, 27)",45,1.2,0.942105263,0.895,0.994444444,0.945
100,"((27, 27), 45, 1.5)","(27, 27)",45,1.5,0.942105263,0.895,0.994444444,0.945
100,"((27, 27), 45, 2)","(27, 27)",45,2,0.942105263,0.895,0.994444444,0.945
100,"((27, 27), 45, 2.3)","(27, 27)",45,2.3,0.939313984,0.89,0.994413408,0.9425
100,"((27, 27), 45, 2.5)","(27, 27)",45,2.5,0.942105263,0.895,0.994444444,0.945
100,"((29, 29), 0, 0.2)","(29, 29)",0,0.2,0.725773196,0.88,0.61754386,0.6675
100,"((29, 29), 0, 0.5)","(29, 29)",0,0.5,0.526923077,0.685,0.428125,0.385
100,"((29, 29), 0, 1)","(29, 29)",0,1,0.786703601,0.71,0.881987578,0.8075
100,"((29, 29), 0, 1.2)","(29, 29)",0,1.2,0.824858757,0.73,0.948051948,0.845
100,"((29, 29), 0, 1.5)","(29, 29)",0,1.5,0.917333333,0.86,0.982857143,0.9225
100,"((29, 29), 0, 2)","(29, 29)",0,2,0.728813559,0.86,0.632352941,0.68
100,"((29, 29), 0, 2.3)","(29, 29)",0,2.3,0.822966507,0.86,0.788990826,0.815
100,"((29, 29), 0, 2.5)","(29, 29)",0,2.5,0.826732673,0.835,0.818627451,0.825
100,"((29, 29), 5, 0.2)","(29, 29)",5,0.2,0.725773196,0.88,0.61754386,0.6675
100,"((29, 29), 5, 0.5)","(29, 29)",5,0.5,0.526923077,0.685,0.428125,0.385
100,"((29, 29), 5, 1)","(29, 29)",5,1,0.786703601,0.71,0.881987578,0.8075
100,"((29, 29), 5, 1.2)","(29, 29)",5,1.2,0.824858757,0.73,0.948051948,0.845
100,"((29, 29), 5, 1.5)","(29, 29)",5,1.5,0.917333333,0.86,0.982857143,0.9225
100,"((29, 29), 5, 2)","(29, 29)",5,2,0.728813559,0.86,0.632352941,0.68
100,"((29, 29), 5, 2.3)","(29, 29)",5,2.3,0.822966507,0.86,0.788990826,0.815
100,"((29, 29), 5, 2.5)","(29, 29)",5,2.5,0.826732673,0.835,0.818627451,0.825
100,"((29, 29), 10, 0.2)","(29, 29)",10,0.2,0.737060041,0.89,0.628975265,0.6825
100,"((29, 29), 10, 0.5)","(29, 29)",10,0.5,0.601941748,0.775,0.492063492,0.4875
100,"((29, 29), 10, 1)","(29, 29)",10,1,0.832876712,0.76,0.921212121,0.8475
100,"((29, 29), 10, 1.2)","(29, 29)",10,1.2,0.865591398,0.805,0.936046512,0.875
100,"((29, 29), 10, 1.5)","(29, 29)",10,1.5,0.898701299,0.865,0.935135135,0.9025
100,"((29, 29), 10, 2)","(29, 29)",10,2,0.759493671,0.9,0.656934307,0.715
100,"((29, 29), 10, 2.3)","(29, 29)",10,2.3,0.69005848,0.885,0.565495208,0.6025
100,"((29, 29), 10, 2.5)","(29, 29)",10,2.5,0.649805447,0.835,0.531847134,0.55
100,"((29, 29), 15, 0.2)","(29, 29)",15,0.2,0.746331237,0.89,0.642599278,0.6975
100,"((29, 29), 15, 0.5)","(29, 29)",15,0.5,0.771784232,0.93,0.659574468,0.725
100,"((29, 29), 15, 1)","(29, 29)",15,1,0.755646817,0.92,0.641114983,0.7025
100,"((29, 29), 15, 1.2)","(29, 29)",15,1.2,0.86746988,0.9,0.837209302,0.8625
100,"((29, 29), 15, 1.5)","(29, 29)",15,1.5,0.748466258,0.915,0.633217993,0.6925
100,"((29, 29), 15, 2)","(29, 29)",15,2,0.812903226,0.945,0.713207547,0.7825
100,"((29, 29), 15, 2.3)","(29, 29)",15,2.3,0.751054852,0.89,0.649635036,0.705
100,"((29, 29), 15, 2.5)","(29, 29)",15,2.5,0.724576271,0.855,0.628676471,0.675
100,"((29, 29), 20, 0.2)","(29, 29)",20,0.2,0.824884793,0.895,0.764957265,0.81
100,"((29, 29), 20, 0.5)","(29, 29)",20,0.5,0.893617021,0.945,0.847533632,0.8875
100,"((29, 29), 20, 1)","(29, 29)",20,1,0.90487239,0.975,0.844155844,0.8975
100,"((29, 29), 20, 1.2)","(29, 29)",20,1.2,0.906976744,0.975,0.847826087,0.9
100,"((29, 29), 20, 1.5)","(29, 29)",20,1.5,0.909512761,0.98,0.848484848,0.9025
100,"((29, 29), 20, 2)","(29, 29)",20,2,0.897862233,0.945,0.85520362,0.8925
100,"((29, 29), 20, 2.3)","(29, 29)",20,2.3,0.901408451,0.96,0.849557522,0.895
100,"((29, 29), 20, 2.5)","(29, 29)",20,2.5,0.91627907,0.985,0.856521739,0.91
100,"((29, 29), 25, 0.2)","(29, 29)",25,0.2,0.894348894,0.91,0.879227053,0.8925
100,"((29, 29), 25, 0.5)","(29, 29)",25,0.5,0.948655257,0.97,0.928229665,0.9475
100,"((29, 29), 25, 1)","(29, 29)",25,1,0.947368421,0.99,0.908256881,0.945
100,"((29, 29), 25, 1.2)","(29, 29)",25,1.2,0.947368421,0.99,0.908256881,0.945
100,"((29, 29), 25, 1.5)","(29, 29)",25,1.5,0.951923077,0.99,0.916666667,0.95
100,"((29, 29), 25, 2)","(29, 29)",25,2,0.951923077,0.99,0.916666667,0.95
100,"((29, 29), 25, 2.3)","(29, 29)",25,2.3,0.946859903,0.98,0.91588785,0.945
100,"((29, 29), 25, 2.5)","(29, 29)",25,2.5,0.954216867,0.99,0.920930233,0.9525
100,"((29, 29), 30, 0.2)","(29, 29)",30,0.2,0.940298507,0.945,0.935643564,0.94
100,"((29, 29), 30, 0.5)","(29, 29)",30,0.5,0.97,0.97,0.97,0.97
100,"((29, 29), 30, 1)","(29, 29)",30,1,0.975124378,0.98,0.97029703,0.975
100,"((29, 29), 30, 1.2)","(29, 29)",30,1.2,0.975124378,0.98,0.97029703,0.975
100,"((29, 29), 30, 1.5)","(29, 29)",30,1.5,0.965174129,0.97,0.96039604,0.965
100,"((29, 29), 30, 2)","(29, 29)",30,2,0.970149254,0.975,0.965346535,0.97
100,"((29, 29), 30, 2.3)","(29, 29)",30,2.3,0.972704715,0.98,0.965517241,0.9725
100,"((29, 29), 30, 2.5)","(29, 29)",30,2.5,0.975124378,0.98,0.97029703,0.975
100,"((29, 29), 35, 0.2)","(29, 29)",35,0.2,0.956298201,0.93,0.984126984,0.9575
100,"((29, 29), 35, 0.5)","(29, 29)",35,0.5,0.965,0.965,0.965,0.965
100,"((29, 29), 35, 1)","(29, 29)",35,1,0.967741935,0.975,0.960591133,0.9675
100,"((29, 29), 35, 1.2)","(29, 29)",35,1.2,0.967741935,0.975,0.960591133,0.9675
100,"((29, 29), 35, 1.5)","(29, 29)",35,1.5,0.967741935,0.975,0.960591133,0.9675
100,"((29, 29), 35, 2)","(29, 29)",35,2,0.972568579,0.975,0.970149254,0.9725
100,"((29, 29), 35, 2.3)","(29, 29)",35,2.3,0.970149254,0.975,0.965346535,0.97
100,"((29, 29), 35, 2.5)","(29, 29)",35,2.5,0.967741935,0.975,0.960591133,0.9675
100,"((29, 29), 40, 0.2)","(29, 29)",40,0.2,0.950904393,0.92,0.983957219,0.9525
100,"((29, 29), 40, 0.5)","(29, 29)",40,0.5,0.961439589,0.935,0.989417989,0.9625
100,"((29, 29), 40, 1)","(29, 29)",40,1,0.956521739,0.935,0.979057592,0.9575
100,"((29, 29), 40, 1.2)","(29, 29)",40,1.2,0.964102564,0.94,0.989473684,0.965
100,"((29, 29), 40, 1.5)","(29, 29)",40,1.5,0.958762887,0.93,0.989361702,0.96
100,"((29, 29), 40, 2)","(29, 29)",40,2,0.956521739,0.935,0.979057592,0.9575
100,"((29, 29), 40, 2.3)","(29, 29)",40,2.3,0.948979592,0.93,0.96875,0.95
100,"((29, 29), 40, 2.5)","(29, 29)",40,2.5,0.95140665,0.93,0.97382199,0.9525
100,"((29, 29), 45, 0.2)","(29, 29)",45,0.2,0.939632546,0.895,0.988950276,0.9425
100,"((29, 29), 45, 0.5)","(29, 29)",45,0.5,0.942105263,0.895,0.994444444,0.945
100,"((29, 29), 45, 1)","(29, 29)",45,1,0.94025974,0.905,0.978378378,0.9425
100,"((29, 29), 45, 1.2)","(29, 29)",45,1.2,0.939947781,0.9,0.983606557,0.9425
100,"((29, 29), 45, 1.5)","(29, 29)",45,1.5,0.947916667,0.91,0.989130435,0.95
100,"((29, 29), 45, 2)","(29, 29)",45,2,0.939947781,0.9,0.983606557,0.9425
100,"((29, 29), 45, 2.3)","(29, 29)",45,2.3,0.945454545,0.91,0.983783784,0.9475
100,"((29, 29), 45, 2.5)","(29, 29)",45,2.5,0.937823834,0.905,0.97311828,0.94
