,data_points,pair_l,mean_shape,difference,division,f1,recall,precision,accuracy
719,500,"((23, 23), 45, 2.5)","(23, 23)",45,2.5,0.935064935064935,0.9,0.972972972972973,0.9375
720,500,"((25, 25), 0, 0.2)","(25, 25)",0,0.2,0.8148148148148147,0.715,0.9470198675496688,0.8375
721,500,"((25, 25), 0, 0.5)","(25, 25)",0,0.5,0.7715736040609137,0.76,0.7835051546391752,0.775
722,500,"((25, 25), 0, 1)","(25, 25)",0,1.0,0.889423076923077,0.925,0.8564814814814815,0.885
723,500,"((25, 25), 0, 1.2)","(25, 25)",0,1.2,0.9223300970873787,0.95,0.8962264150943396,0.92
724,500,"((25, 25), 0, 1.5)","(25, 25)",0,1.5,0.9452736318407959,0.95,0.9405940594059405,0.945
725,500,"((25, 25), 0, 2)","(25, 25)",0,2.0,0.9537712895377128,0.98,0.9289099526066351,0.9525
726,500,"((25, 25), 0, 2.3)","(25, 25)",0,2.3,0.9580246913580247,0.97,0.9463414634146341,0.9575
727,500,"((25, 25), 0, 2.5)","(25, 25)",0,2.5,0.919047619047619,0.965,0.8772727272727273,0.915
728,500,"((25, 25), 5, 0.2)","(25, 25)",5,0.2,0.8148148148148147,0.715,0.9470198675496688,0.8375
729,500,"((25, 25), 5, 0.5)","(25, 25)",5,0.5,0.7715736040609137,0.76,0.7835051546391752,0.775
730,500,"((25, 25), 5, 1)","(25, 25)",5,1.0,0.889423076923077,0.925,0.8564814814814815,0.885
731,500,"((25, 25), 5, 1.2)","(25, 25)",5,1.2,0.9223300970873787,0.95,0.8962264150943396,0.92
732,500,"((25, 25), 5, 1.5)","(25, 25)",5,1.5,0.9452736318407959,0.95,0.9405940594059405,0.945
733,500,"((25, 25), 5, 2)","(25, 25)",5,2.0,0.9537712895377128,0.98,0.9289099526066351,0.9525
734,500,"((25, 25), 5, 2.3)","(25, 25)",5,2.3,0.9580246913580247,0.97,0.9463414634146341,0.9575
735,500,"((25, 25), 5, 2.5)","(25, 25)",5,2.5,0.919047619047619,0.965,0.8772727272727273,0.915
736,500,"((25, 25), 10, 0.2)","(25, 25)",10,0.2,0.8184438040345822,0.71,0.9659863945578231,0.8425
737,500,"((25, 25), 10, 0.5)","(25, 25)",10,0.5,0.7765957446808511,0.73,0.8295454545454546,0.79
738,500,"((25, 25), 10, 1)","(25, 25)",10,1.0,0.8894601542416453,0.865,0.9153439153439153,0.8925
739,500,"((25, 25), 10, 1.2)","(25, 25)",10,1.2,0.9242424242424242,0.915,0.9336734693877551,0.925
740,500,"((25, 25), 10, 1.5)","(25, 25)",10,1.5,0.9429280397022333,0.95,0.9359605911330049,0.9425
741,500,"((25, 25), 10, 2)","(25, 25)",10,2.0,0.965,0.965,0.965,0.965
742,500,"((25, 25), 10, 2.3)","(25, 25)",10,2.3,0.942643391521197,0.945,0.9402985074626866,0.9425
743,500,"((25, 25), 10, 2.5)","(25, 25)",10,2.5,0.9134615384615385,0.95,0.8796296296296297,0.91
744,500,"((25, 25), 15, 0.2)","(25, 25)",15,0.2,0.7848837209302325,0.675,0.9375,0.815
745,500,"((25, 25), 15, 0.5)","(25, 25)",15,0.5,0.8432432432432432,0.78,0.9176470588235294,0.855
746,500,"((25, 25), 15, 1)","(25, 25)",15,1.0,0.9043927648578811,0.875,0.9358288770053476,0.9075
747,500,"((25, 25), 15, 1.2)","(25, 25)",15,1.2,0.9333333333333333,0.91,0.9578947368421052,0.935
748,500,"((25, 25), 15, 1.5)","(25, 25)",15,1.5,0.9323308270676693,0.93,0.9346733668341709,0.9325
749,500,"((25, 25), 15, 2)","(25, 25)",15,2.0,0.947103274559194,0.94,0.9543147208121827,0.9475
750,500,"((25, 25), 15, 2.3)","(25, 25)",15,2.3,0.9500000000000001,0.95,0.95,0.95
751,500,"((25, 25), 15, 2.5)","(25, 25)",15,2.5,0.9432098765432099,0.955,0.9317073170731708,0.9425
752,500,"((25, 25), 20, 0.2)","(25, 25)",20,0.2,0.8232044198895028,0.745,0.9197530864197531,0.84
753,500,"((25, 25), 20, 0.5)","(25, 25)",20,0.5,0.8817204301075269,0.82,0.9534883720930233,0.89
754,500,"((25, 25), 20, 1)","(25, 25)",20,1.0,0.9381443298969071,0.91,0.9680851063829787,0.94
755,500,"((25, 25), 20, 1.2)","(25, 25)",20,1.2,0.9465648854961832,0.93,0.9637305699481865,0.9475
756,500,"((25, 25), 20, 1.5)","(25, 25)",20,1.5,0.97,0.97,0.97,0.97
757,500,"((25, 25), 20, 2)","(25, 25)",20,2.0,0.9698492462311558,0.965,0.9747474747474747,0.97
758,500,"((25, 25), 20, 2.3)","(25, 25)",20,2.3,0.972568578553616,0.975,0.9701492537313433,0.9725
759,500,"((25, 25), 20, 2.5)","(25, 25)",20,2.5,0.97,0.97,0.97,0.97
760,500,"((25, 25), 25, 0.2)","(25, 25)",25,0.2,0.8853333333333334,0.83,0.9485714285714286,0.8925
761,500,"((25, 25), 25, 0.5)","(25, 25)",25,0.5,0.9138381201044387,0.875,0.9562841530054644,0.9175
762,500,"((25, 25), 25, 1)","(25, 25)",25,1.0,0.9384615384615383,0.915,0.9631578947368421,0.94
763,500,"((25, 25), 25, 1.2)","(25, 25)",25,1.2,0.9571788413098236,0.95,0.9644670050761421,0.9575
764,500,"((25, 25), 25, 1.5)","(25, 25)",25,1.5,0.9701492537313433,0.975,0.9653465346534653,0.97
765,500,"((25, 25), 25, 2)","(25, 25)",25,2.0,0.9547738693467336,0.95,0.9595959595959596,0.955
766,500,"((25, 25), 25, 2.3)","(25, 25)",25,2.3,0.9751243781094527,0.98,0.9702970297029703,0.975
767,500,"((25, 25), 25, 2.5)","(25, 25)",25,2.5,0.9603960396039604,0.97,0.9509803921568627,0.96
768,500,"((25, 25), 30, 0.2)","(25, 25)",30,0.2,0.924731182795699,0.86,1.0,0.93
769,500,"((25, 25), 30, 0.5)","(25, 25)",30,0.5,0.9665809768637531,0.94,0.9947089947089947,0.9675
770,500,"((25, 25), 30, 1)","(25, 25)",30,1.0,0.9591836734693877,0.94,0.9791666666666666,0.96
771,500,"((25, 25), 30, 1.2)","(25, 25)",30,1.2,0.9670886075949366,0.955,0.9794871794871794,0.9675
772,500,"((25, 25), 30, 1.5)","(25, 25)",30,1.5,0.9721518987341772,0.96,0.9846153846153847,0.9725
773,500,"((25, 25), 30, 2)","(25, 25)",30,2.0,0.9644670050761421,0.95,0.979381443298969,0.965
774,500,"((25, 25), 30, 2.3)","(25, 25)",30,2.3,0.9772151898734178,0.965,0.9897435897435898,0.9775
775,500,"((25, 25), 30, 2.5)","(25, 25)",30,2.5,0.9670886075949366,0.955,0.9794871794871794,0.9675
776,500,"((25, 25), 35, 0.2)","(25, 25)",35,0.2,0.921832884097035,0.855,1.0,0.9275
777,500,"((25, 25), 35, 0.5)","(25, 25)",35,0.5,0.9560723514211886,0.925,0.9893048128342246,0.9575
778,500,"((25, 25), 35, 1)","(25, 25)",35,1.0,0.9614395886889462,0.935,0.9894179894179894,0.9625
779,500,"((25, 25), 35, 1.2)","(25, 25)",35,1.2,0.9639175257731958,0.935,0.9946808510638298,0.965
780,500,"((25, 25), 35, 1.5)","(25, 25)",35,1.5,0.9612403100775193,0.93,0.9946524064171123,0.9625
781,500,"((25, 25), 35, 2)","(25, 25)",35,2.0,0.964102564102564,0.94,0.9894736842105263,0.965
782,500,"((25, 25), 35, 2.3)","(25, 25)",35,2.3,0.9614395886889462,0.935,0.9894179894179894,0.9625
783,500,"((25, 25), 35, 2.5)","(25, 25)",35,2.5,0.9560723514211886,0.925,0.9893048128342246,0.9575
784,500,"((25, 25), 40, 0.2)","(25, 25)",40,0.2,0.9144385026737968,0.855,0.9827586206896551,0.92
785,500,"((25, 25), 40, 0.5)","(25, 25)",40,0.5,0.943298969072165,0.915,0.973404255319149,0.945
786,500,"((25, 25), 40, 1)","(25, 25)",40,1.0,0.9538461538461539,0.93,0.9789473684210527,0.955
787,500,"((25, 25), 40, 1.2)","(25, 25)",40,1.2,0.9487179487179489,0.925,0.9736842105263158,0.95
788,500,"((25, 25), 40, 1.5)","(25, 25)",40,1.5,0.9457364341085273,0.915,0.9786096256684492,0.9475
789,500,"((25, 25), 40, 2)","(25, 25)",40,2.0,0.9408740359897171,0.915,0.9682539682539683,0.9425
790,500,"((25, 25), 40, 2.3)","(25, 25)",40,2.3,0.935064935064935,0.9,0.972972972972973,0.9375
791,500,"((25, 25), 40, 2.5)","(25, 25)",40,2.5,0.9430051813471503,0.91,0.978494623655914,0.945
792,500,"((25, 25), 45, 0.2)","(25, 25)",45,0.2,0.9157894736842105,0.87,0.9666666666666667,0.92
793,500,"((25, 25), 45, 0.5)","(25, 25)",45,0.5,0.9326424870466321,0.9,0.967741935483871,0.935
794,500,"((25, 25), 45, 1)","(25, 25)",45,1.0,0.9322916666666666,0.895,0.9728260869565217,0.935
795,500,"((25, 25), 45, 1.2)","(25, 25)",45,1.2,0.935064935064935,0.9,0.972972972972973,0.9375
796,500,"((25, 25), 45, 1.5)","(25, 25)",45,1.5,0.9347258485639686,0.895,0.9781420765027322,0.9375
797,500,"((25, 25), 45, 2)","(25, 25)",45,2.0,0.9322916666666666,0.895,0.9728260869565217,0.935
798,500,"((25, 25), 45, 2.3)","(25, 25)",45,2.3,0.9270833333333334,0.89,0.967391304347826,0.93
799,500,"((25, 25), 45, 2.5)","(25, 25)",45,2.5,0.9319371727748691,0.89,0.978021978021978,0.935
800,500,"((27, 27), 0, 0.2)","(27, 27)",0,0.2,0.771513353115727,0.65,0.948905109489051,0.8075
801,500,"((27, 27), 0, 0.5)","(27, 27)",0,0.5,0.7660668380462725,0.745,0.7883597883597884,0.7725
802,500,"((27, 27), 0, 1)","(27, 27)",0,1.0,0.8958837772397094,0.925,0.8685446009389671,0.8925
803,500,"((27, 27), 0, 1.2)","(27, 27)",0,1.2,0.9313725490196078,0.95,0.9134615384615384,0.93
804,500,"((27, 27), 0, 1.5)","(27, 27)",0,1.5,0.9507389162561576,0.965,0.9368932038834952,0.95
805,500,"((27, 27), 0, 2)","(27, 27)",0,2.0,0.9343065693430656,0.96,0.909952606635071,0.9325
806,500,"((27, 27), 0, 2.3)","(27, 27)",0,2.3,0.9580246913580247,0.97,0.9463414634146341,0.9575
807,500,"((27, 27), 0, 2.5)","(27, 27)",0,2.5,0.9397590361445783,0.975,0.9069767441860465,0.9375
808,500,"((27, 27), 5, 0.2)","(27, 27)",5,0.2,0.771513353115727,0.65,0.948905109489051,0.8075
809,500,"((27, 27), 5, 0.5)","(27, 27)",5,0.5,0.7660668380462725,0.745,0.7883597883597884,0.7725
810,500,"((27, 27), 5, 1)","(27, 27)",5,1.0,0.8958837772397094,0.925,0.8685446009389671,0.8925
811,500,"((27, 27), 5, 1.2)","(27, 27)",5,1.2,0.9313725490196078,0.95,0.9134615384615384,0.93
812,500,"((27, 27), 5, 1.5)","(27, 27)",5,1.5,0.9507389162561576,0.965,0.9368932038834952,0.95
813,500,"((27, 27), 5, 2)","(27, 27)",5,2.0,0.9343065693430656,0.96,0.909952606635071,0.9325
814,500,"((27, 27), 5, 2.3)","(27, 27)",5,2.3,0.9580246913580247,0.97,0.9463414634146341,0.9575
815,500,"((27, 27), 5, 2.5)","(27, 27)",5,2.5,0.9397590361445783,0.975,0.9069767441860465,0.9375
816,500,"((27, 27), 10, 0.2)","(27, 27)",10,0.2,0.7669616519174042,0.65,0.935251798561151,0.8025
817,500,"((27, 27), 10, 0.5)","(27, 27)",10,0.5,0.7774798927613941,0.725,0.838150289017341,0.7925
818,500,"((27, 27), 10, 1)","(27, 27)",10,1.0,0.8888888888888888,0.86,0.9197860962566845,0.8925
819,500,"((27, 27), 10, 1.2)","(27, 27)",10,1.2,0.9340101522842639,0.92,0.9484536082474226,0.935
820,500,"((27, 27), 10, 1.5)","(27, 27)",10,1.5,0.9402985074626865,0.945,0.9356435643564357,0.94
821,500,"((27, 27), 10, 2)","(27, 27)",10,2.0,0.9500000000000001,0.95,0.95,0.95
822,500,"((27, 27), 10, 2.3)","(27, 27)",10,2.3,0.9672544080604534,0.96,0.9746192893401016,0.9675
823,500,"((27, 27), 10, 2.5)","(27, 27)",10,2.5,0.9297820823244551,0.96,0.9014084507042254,0.9275
824,500,"((27, 27), 15, 0.2)","(27, 27)",15,0.2,0.7942857142857142,0.695,0.9266666666666666,0.82
825,500,"((27, 27), 15, 0.5)","(27, 27)",15,0.5,0.8364611260053619,0.78,0.9017341040462428,0.8475
826,500,"((27, 27), 15, 1)","(27, 27)",15,1.0,0.9095607235142118,0.88,0.9411764705882353,0.9125
827,500,"((27, 27), 15, 1.2)","(27, 27)",15,1.2,0.9305912596401028,0.905,0.9576719576719577,0.9325
828,500,"((27, 27), 15, 1.5)","(27, 27)",15,1.5,0.9393939393939393,0.93,0.9489795918367347,0.94
829,500,"((27, 27), 15, 2)","(27, 27)",15,2.0,0.9316455696202531,0.92,0.9435897435897436,0.9325
830,500,"((27, 27), 15, 2.3)","(27, 27)",15,2.3,0.9502487562189055,0.955,0.9455445544554455,0.95
831,500,"((27, 27), 15, 2.5)","(27, 27)",15,2.5,0.9504950495049505,0.96,0.9411764705882353,0.95
832,500,"((27, 27), 20, 0.2)","(27, 27)",20,0.2,0.8461538461538461,0.77,0.9390243902439024,0.86
833,500,"((27, 27), 20, 0.5)","(27, 27)",20,0.5,0.8877005347593583,0.83,0.9540229885057471,0.895
834,500,"((27, 27), 20, 1)","(27, 27)",20,1.0,0.9381443298969071,0.91,0.9680851063829787,0.94
835,500,"((27, 27), 20, 1.2)","(27, 27)",20,1.2,0.9543147208121826,0.94,0.9690721649484536,0.955
836,500,"((27, 27), 20, 1.5)","(27, 27)",20,1.5,0.9751243781094527,0.98,0.9702970297029703,0.975
837,500,"((27, 27), 20, 2)","(27, 27)",20,2.0,0.9672544080604534,0.96,0.9746192893401016,0.9675
838,500,"((27, 27), 20, 2.3)","(27, 27)",20,2.3,0.9774436090225564,0.975,0.9798994974874372,0.9775
839,500,"((27, 27), 20, 2.5)","(27, 27)",20,2.5,0.9751243781094527,0.98,0.9702970297029703,0.975
840,500,"((27, 27), 25, 0.2)","(27, 27)",25,0.2,0.8842105263157894,0.84,0.9333333333333333,0.89
841,500,"((27, 27), 25, 0.5)","(27, 27)",25,0.5,0.927461139896373,0.895,0.9623655913978495,0.93
842,500,"((27, 27), 25, 1)","(27, 27)",25,1.0,0.9246753246753247,0.89,0.9621621621621622,0.9275
843,500,"((27, 27), 25, 1.2)","(27, 27)",25,1.2,0.947103274559194,0.94,0.9543147208121827,0.9475
844,500,"((27, 27), 25, 1.5)","(27, 27)",25,1.5,0.9677419354838709,0.975,0.9605911330049262,0.9675
845,500,"((27, 27), 25, 2)","(27, 27)",25,2.0,0.949748743718593,0.945,0.9545454545454546,0.95
846,500,"((27, 27), 25, 2.3)","(27, 27)",25,2.3,0.9774436090225564,0.975,0.9798994974874372,0.9775
847,500,"((27, 27), 25, 2.5)","(27, 27)",25,2.5,0.9651741293532338,0.97,0.9603960396039604,0.965
848,500,"((27, 27), 30, 0.2)","(27, 27)",30,0.2,0.9276139410187667,0.865,1.0,0.9325
849,500,"((27, 27), 30, 0.5)","(27, 27)",30,0.5,0.9614395886889462,0.935,0.9894179894179894,0.9625
850,500,"((27, 27), 30, 1)","(27, 27)",30,1.0,0.9718670076726342,0.95,0.9947643979057592,0.9725
851,500,"((27, 27), 30, 1.2)","(27, 27)",30,1.2,0.9718670076726342,0.95,0.9947643979057592,0.9725
852,500,"((27, 27), 30, 1.5)","(27, 27)",30,1.5,0.9747474747474748,0.965,0.9846938775510204,0.975
853,500,"((27, 27), 30, 2)","(27, 27)",30,2.0,0.9746192893401014,0.96,0.9896907216494846,0.975
854,500,"((27, 27), 30, 2.3)","(27, 27)",30,2.3,0.9695431472081217,0.955,0.9845360824742269,0.97
855,500,"((27, 27), 30, 2.5)","(27, 27)",30,2.5,0.9744897959183673,0.955,0.9947916666666666,0.975
856,500,"((27, 27), 35, 0.2)","(27, 27)",35,0.2,0.925531914893617,0.87,0.9886363636363636,0.93
857,500,"((27, 27), 35, 0.5)","(27, 27)",35,0.5,0.9614395886889462,0.935,0.9894179894179894,0.9625
858,500,"((27, 27), 35, 1)","(27, 27)",35,1.0,0.9718670076726342,0.95,0.9947643979057592,0.9725
859,500,"((27, 27), 35, 1.2)","(27, 27)",35,1.2,0.9692307692307691,0.945,0.9947368421052631,0.97
860,500,"((27, 27), 35, 1.5)","(27, 27)",35,1.5,0.9690721649484536,0.94,1.0,0.97
861,500,"((27, 27), 35, 2)","(27, 27)",35,2.0,0.9693877551020408,0.95,0.9895833333333334,0.97
862,500,"((27, 27), 35, 2.3)","(27, 27)",35,2.3,0.9614395886889462,0.935,0.9894179894179894,0.9625
863,500,"((27, 27), 35, 2.5)","(27, 27)",35,2.5,0.964102564102564,0.94,0.9894736842105263,0.965
864,500,"((27, 27), 40, 0.2)","(27, 27)",40,0.2,0.9206349206349206,0.87,0.9775280898876404,0.925
865,500,"((27, 27), 40, 0.5)","(27, 27)",40,0.5,0.9511568123393317,0.925,0.9788359788359788,0.9525
866,500,"((27, 27), 40, 1)","(27, 27)",40,1.0,0.9562982005141387,0.93,0.9841269841269841,0.9575
867,500,"((27, 27), 40, 1.2)","(27, 27)",40,1.2,0.9562982005141387,0.93,0.9841269841269841,0.9575
868,500,"((27, 27), 40, 1.5)","(27, 27)",40,1.5,0.9538461538461539,0.93,0.9789473684210527,0.955
869,500,"((27, 27), 40, 2)","(27, 27)",40,2.0,0.9538461538461539,0.93,0.9789473684210527,0.955
870,500,"((27, 27), 40, 2.3)","(27, 27)",40,2.3,0.9484536082474226,0.92,0.9787234042553191,0.95
871,500,"((27, 27), 40, 2.5)","(27, 27)",40,2.5,0.9457364341085273,0.915,0.9786096256684492,0.9475
872,500,"((27, 27), 45, 0.2)","(27, 27)",45,0.2,0.9259259259259258,0.875,0.9831460674157303,0.93
873,500,"((27, 27), 45, 0.5)","(27, 27)",45,0.5,0.9381443298969071,0.91,0.9680851063829787,0.94
874,500,"((27, 27), 45, 1)","(27, 27)",45,1.0,0.943298969072165,0.915,0.973404255319149,0.945
875,500,"((27, 27), 45, 1.2)","(27, 27)",45,1.2,0.9484536082474226,0.92,0.9787234042553191,0.95
876,500,"((27, 27), 45, 1.5)","(27, 27)",45,1.5,0.9326424870466321,0.9,0.967741935483871,0.935
877,500,"((27, 27), 45, 2)","(27, 27)",45,2.0,0.9399477806788511,0.9,0.9836065573770492,0.9425
878,500,"((27, 27), 45, 2.3)","(27, 27)",45,2.3,0.9378238341968912,0.905,0.9731182795698925,0.94
879,500,"((27, 27), 45, 2.5)","(27, 27)",45,2.5,0.9430051813471503,0.91,0.978494623655914,0.945
880,500,"((29, 29), 0, 0.2)","(29, 29)",0,0.2,0.7787610619469026,0.66,0.9496402877697842,0.8125
881,500,"((29, 29), 0, 0.5)","(29, 29)",0,0.5,0.7766497461928934,0.765,0.788659793814433,0.78
882,500,"((29, 29), 0, 1)","(29, 29)",0,1.0,0.900243309002433,0.925,0.8767772511848341,0.8975
883,500,"((29, 29), 0, 1.2)","(29, 29)",0,1.2,0.9290953545232273,0.95,0.9090909090909091,0.9275
884,500,"((29, 29), 0, 1.5)","(29, 29)",0,1.5,0.9362745098039216,0.955,0.9182692307692307,0.935
885,500,"((29, 29), 0, 2)","(29, 29)",0,2.0,0.9530864197530864,0.965,0.9414634146341463,0.9525
886,500,"((29, 29), 0, 2.3)","(29, 29)",0,2.3,0.9486552567237163,0.97,0.9282296650717703,0.9475
887,500,"((29, 29), 0, 2.5)","(29, 29)",0,2.5,0.9358669833729216,0.985,0.8914027149321267,0.9325
888,500,"((29, 29), 5, 0.2)","(29, 29)",5,0.2,0.7787610619469026,0.66,0.9496402877697842,0.8125
889,500,"((29, 29), 5, 0.5)","(29, 29)",5,0.5,0.7766497461928934,0.765,0.788659793814433,0.78
890,500,"((29, 29), 5, 1)","(29, 29)",5,1.0,0.900243309002433,0.925,0.8767772511848341,0.8975
891,500,"((29, 29), 5, 1.2)","(29, 29)",5,1.2,0.9290953545232273,0.95,0.9090909090909091,0.9275
892,500,"((29, 29), 5, 1.5)","(29, 29)",5,1.5,0.9362745098039216,0.955,0.9182692307692307,0.935
893,500,"((29, 29), 5, 2)","(29, 29)",5,2.0,0.9530864197530864,0.965,0.9414634146341463,0.9525
894,500,"((29, 29), 5, 2.3)","(29, 29)",5,2.3,0.9486552567237163,0.97,0.9282296650717703,0.9475
895,500,"((29, 29), 5, 2.5)","(29, 29)",5,2.5,0.9358669833729216,0.985,0.8914027149321267,0.9325
896,500,"((29, 29), 10, 0.2)","(29, 29)",10,0.2,0.7790697674418605,0.67,0.9305555555555556,0.81
897,500,"((29, 29), 10, 0.5)","(29, 29)",10,0.5,0.7851458885941645,0.74,0.8361581920903954,0.7975
898,500,"((29, 29), 10, 1)","(29, 29)",10,1.0,0.8888888888888888,0.86,0.9197860962566845,0.8925
899,500,"((29, 29), 10, 1.2)","(29, 29)",10,1.2,0.9289340101522843,0.915,0.9432989690721649,0.93
900,500,"((29, 29), 10, 1.5)","(29, 29)",10,1.5,0.9379652605459057,0.945,0.9310344827586207,0.9375
901,500,"((29, 29), 10, 2)","(29, 29)",10,2.0,0.9569620253164557,0.945,0.9692307692307692,0.9575
902,500,"((29, 29), 10, 2.3)","(29, 29)",10,2.3,0.9552238805970149,0.96,0.9504950495049505,0.955
903,500,"((29, 29), 10, 2.5)","(29, 29)",10,2.5,0.925301204819277,0.96,0.8930232558139535,0.9225
904,500,"((29, 29), 15, 0.2)","(29, 29)",15,0.2,0.7705882352941176,0.655,0.9357142857142857,0.805
905,500,"((29, 29), 15, 0.5)","(29, 29)",15,0.5,0.8346883468834688,0.77,0.9112426035502958,0.8475
906,500,"((29, 29), 15, 1)","(29, 29)",15,1.0,0.9067357512953368,0.875,0.9408602150537635,0.91
907,500,"((29, 29), 15, 1.2)","(29, 29)",15,1.2,0.9363867684478372,0.92,0.9533678756476683,0.9375
908,500,"((29, 29), 15, 1.5)","(29, 29)",15,1.5,0.9444444444444445,0.935,0.9540816326530612,0.945
909,500,"((29, 29), 15, 2)","(29, 29)",15,2.0,0.9468354430379747,0.935,0.958974358974359,0.9475
910,500,"((29, 29), 15, 2.3)","(29, 29)",15,2.3,0.9576059850374063,0.96,0.9552238805970149,0.9575
911,500,"((29, 29), 15, 2.5)","(29, 29)",15,2.5,0.9526184538653366,0.955,0.9502487562189055,0.9525
912,500,"((29, 29), 20, 0.2)","(29, 29)",20,0.2,0.8258426966292134,0.735,0.9423076923076923,0.845
913,500,"((29, 29), 20, 0.5)","(29, 29)",20,0.5,0.8882978723404256,0.835,0.9488636363636364,0.895
914,500,"((29, 29), 20, 1)","(29, 29)",20,1.0,0.9384615384615383,0.915,0.9631578947368421,0.94
915,500,"((29, 29), 20, 1.2)","(29, 29)",20,1.2,0.9545454545454546,0.945,0.9642857142857143,0.955
916,500,"((29, 29), 20, 1.5)","(29, 29)",20,1.5,0.9675810473815462,0.97,0.9651741293532339,0.9675
917,500,"((29, 29), 20, 2)","(29, 29)",20,2.0,0.9646464646464646,0.955,0.9744897959183674,0.965
918,500,"((29, 29), 20, 2.3)","(29, 29)",20,2.3,0.977667493796526,0.985,0.9704433497536946,0.9775
919,500,"((29, 29), 20, 2.5)","(29, 29)",20,2.5,0.9727047146401985,0.98,0.9655172413793104,0.9725
920,500,"((29, 29), 25, 0.2)","(29, 29)",25,0.2,0.8847184986595175,0.825,0.953757225433526,0.8925
921,500,"((29, 29), 25, 0.5)","(29, 29)",25,0.5,0.9270833333333334,0.89,0.967391304347826,0.93
922,500,"((29, 29), 25, 1)","(29, 29)",25,1.0,0.9336734693877552,0.915,0.953125,0.935
923,500,"((29, 29), 25, 1.2)","(29, 29)",25,1.2,0.9521410579345088,0.945,0.9593908629441624,0.9525
924,500,"((29, 29), 25, 1.5)","(29, 29)",25,1.5,0.96,0.96,0.96,0.96
925,500,"((29, 29), 25, 2)","(29, 29)",25,2.0,0.9518987341772152,0.94,0.9641025641025641,0.9525
926,500,"((29, 29), 25, 2.3)","(29, 29)",25,2.3,0.9701492537313433,0.975,0.9653465346534653,0.97
927,500,"((29, 29), 25, 2.5)","(29, 29)",25,2.5,0.9651741293532338,0.97,0.9603960396039604,0.965
928,500,"((29, 29), 30, 0.2)","(29, 29)",30,0.2,0.9202127659574468,0.865,0.9829545454545454,0.925
929,500,"((29, 29), 30, 0.5)","(29, 29)",30,0.5,0.9567430025445293,0.94,0.9740932642487047,0.9575
930,500,"((29, 29), 30, 1)","(29, 29)",30,1.0,0.9616368286445013,0.94,0.9842931937172775,0.9625
931,500,"((29, 29), 30, 1.2)","(29, 29)",30,1.2,0.9695431472081217,0.955,0.9845360824742269,0.97
932,500,"((29, 29), 30, 1.5)","(29, 29)",30,1.5,0.9721518987341772,0.96,0.9846153846153847,0.9725
933,500,"((29, 29), 30, 2)","(29, 29)",30,2.0,0.9670886075949366,0.955,0.9794871794871794,0.9675
934,500,"((29, 29), 30, 2.3)","(29, 29)",30,2.3,0.9669211195928753,0.95,0.9844559585492227,0.9675
935,500,"((29, 29), 30, 2.5)","(29, 29)",30,2.5,0.9720101781170483,0.955,0.9896373056994818,0.9725
936,500,"((29, 29), 35, 0.2)","(29, 29)",35,0.2,0.9361702127659575,0.88,1.0,0.94
937,500,"((29, 29), 35, 0.5)","(29, 29)",35,0.5,0.964102564102564,0.94,0.9894736842105263,0.965
938,500,"((29, 29), 35, 1)","(29, 29)",35,1.0,0.9667519181585678,0.945,0.9895287958115183,0.9675
939,500,"((29, 29), 35, 1.2)","(29, 29)",35,1.2,0.9692307692307691,0.945,0.9947368421052631,0.97
940,500,"((29, 29), 35, 1.5)","(29, 29)",35,1.5,0.964102564102564,0.94,0.9894736842105263,0.965
941,500,"((29, 29), 35, 2)","(29, 29)",35,2.0,0.9614395886889462,0.935,0.9894179894179894,0.9625
942,500,"((29, 29), 35, 2.3)","(29, 29)",35,2.3,0.9614395886889462,0.935,0.9894179894179894,0.9625
943,500,"((29, 29), 35, 2.5)","(29, 29)",35,2.5,0.9743589743589743,0.95,1.0,0.975
944,500,"((29, 29), 40, 0.2)","(29, 29)",40,0.2,0.9259259259259258,0.875,0.9831460674157303,0.93
945,500,"((29, 29), 40, 0.5)","(29, 29)",40,0.5,0.9589743589743589,0.935,0.9842105263157894,0.96
946,500,"((29, 29), 40, 1)","(29, 29)",40,1.0,0.9514066496163682,0.93,0.9738219895287958,0.9525
947,500,"((29, 29), 40, 1.2)","(29, 29)",40,1.2,0.9565217391304348,0.935,0.9790575916230366,0.9575
948,500,"((29, 29), 40, 1.5)","(29, 29)",40,1.5,0.9484536082474226,0.92,0.9787234042553191,0.95
949,500,"((29, 29), 40, 2)","(29, 29)",40,2.0,0.9481865284974094,0.915,0.9838709677419355,0.95
950,500,"((29, 29), 40, 2.3)","(29, 29)",40,2.3,0.9457364341085273,0.915,0.9786096256684492,0.9475
951,500,"((29, 29), 40, 2.5)","(29, 29)",40,2.5,0.9536082474226805,0.925,0.9840425531914894,0.955
952,500,"((29, 29), 45, 0.2)","(29, 29)",45,0.2,0.923076923076923,0.87,0.9830508474576272,0.9275
953,500,"((29, 29), 45, 0.5)","(29, 29)",45,0.5,0.935064935064935,0.9,0.972972972972973,0.9375
954,500,"((29, 29), 45, 1)","(29, 29)",45,1.0,0.9399477806788511,0.9,0.9836065573770492,0.9425
955,500,"((29, 29), 45, 1.2)","(29, 29)",45,1.2,0.9354005167958656,0.905,0.9679144385026738,0.9375
956,500,"((29, 29), 45, 1.5)","(29, 29)",45,1.5,0.92987012987013,0.895,0.9675675675675676,0.9325
957,500,"((29, 29), 45, 2)","(29, 29)",45,2.0,0.935064935064935,0.9,0.972972972972973,0.9375
